LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
省科学技术奖,2019,Defective callose walls and cell plates during abnormal meiosis cause male-sterility in the oat mutant zbs1,师晓,师晓；杨才,师晓；吴金霞；周海涛；杨晓虹；李天亮；张新军；杨才；韩霄,《Journal of Integrative Agriculture》,2016年15卷2期241-248页,2016/2/1
省科学技术奖,2019,采用花培单倍体育种技术育成了三个不同熟期的待审莜麦新品系,杨才,,杨才；王秀英；赵云云；王志刚,《麦类作物》,1999年19卷5期16-18页,1999/5/1
省科学技术奖,2019,四倍体大燕麦&times;六倍体裸燕麦的杂种F1的产生及鉴定,赵云云,,赵云云；周小梅；杨才,《植物学通报》,2003年20卷3期302-306页,2003/3/1
省科学技术奖,2019,采用三种间聚合杂交法育成多种类型长光照不敏感型燕麦新种质资源,杨才,周海涛,杨才；周海涛；李天亮；张新军；杨晓虹；刘文婷；白静,《种子》,2014年33卷4期60-62页,2014/4/1
省科学技术奖,2019,四倍体大燕麦与六倍体裸燕麦的受精作用和胚胎发育,赵云云,,赵云云；刘家熙；杨才,《植物学通报》,2001年18卷3期371-374页,2005/2/1
省科学技术奖,2019,河北省130份西瓜品种与种质资源抗病基因KASP检测分析,张敬敬,武彦荣,张敬敬；张海英；潘秀清；许勇；任毅；高秀瑞；李冰；史宇凡；党继革；杨明珠；武彦荣,华北农学报,2019年34卷2期110-116页,2019/4/26
省科学技术奖,2019,西瓜硬肉系的选育,武彦荣,潘秀清,武彦荣；王洪昌；高秀瑞；潘秀清；刘俊山,华北农学报,2004年19卷增期317页,2004/12/31
省科学技术奖,2019,优质早熟西瓜新品种‘美佳’的选育,武彦荣,潘秀清,武彦荣；张敬敬；高秀瑞；李冰；潘秀清,中国瓜菜,2019年32卷2期26-28页,2018/12/5
省科学技术奖,2019,高产耐裂西瓜新品种‘美胜’,武彦荣,潘秀清,武彦荣；张敬敬；高秀瑞；李冰；潘秀清,园艺学报,2019年46卷1期195-196页,2019/1/5
省科学技术奖,2019,低温胁迫下不同基因型西瓜抗寒性综合评价,李冰,武彦荣,李冰；张敬敬；高秀瑞；史宇凡；潘秀清；武彦荣,中国瓜菜,2019年32卷4期16-19页,2019/4/5
省科学技术奖,2019,棚室西瓜蜜蜂授粉技术规程,武彦荣,潘秀清,武彦荣；张敬敬；高秀瑞；李冰；潘秀清,中国瓜菜,2017年30卷2期41-42页,2017/2/1
省科学技术奖,2019,低氮源消耗和高产雷帕霉素菌株的选育,王欣荣,张雪霞,王欣荣；张雪霞；褚以文；郑智慧；苟小军；路新华,中国抗生素杂志,2019年44卷2期203-207页,2019/3/7
省科学技术奖,2019,人亲环素A抑制剂高通量筛选模型的建立及在微生物药物筛选中的应用,郑海洲；徐岩,郑智慧,郑海洲；徐岩；任晓；石英；路新华；张雪霞；郑智慧,中国抗生素杂志,2017年42卷10期896-901页,2017/10/25
省科学技术奖,2019,微生物来源的次黄嘌呤一磷酸盐脱氢酶抑制剂2264_A和B的研究,林洁,路新华,林洁；可爱兵；张雪莲；郑智慧；朱京童；路新华；李业英；崔晓兰；石英；张华；贺建功,中国抗生素杂志,2008年33卷8期463-466页,2008/8/25
省科学技术奖,2019,以FK506结合蛋白52为靶点的高通量药物筛选模型的建立及应用,栗若兰,郑智慧,栗若兰；赵峰；徐岩；王欣荣；郑海洲；苟小军；路新华；张雪霞；褚以文；郑智慧,中国抗生素杂志,2018年43卷1期22-27页,2018/1/29
省科学技术奖,2019,环孢菌素A菌渣无害化减量化技术研究,王欣荣,张雪霞,王欣荣；张雪霞；褚以文；郑智慧；苟小军；路新华；王勇军,中国抗生素杂志,2019年44卷2期214-217页,2019/3/7
省科学技术奖,2019,常压室温等离子体诱变选育他克莫司高产菌株及发酵条件优化,王会会,张雪霞,王会会；秦丽娜；刘雨；赵建辉；张雪霞,中国抗生素杂志,2018年43卷12期1488-1492页,2019/1/2
省科学技术奖,2019,高效液相色谱串联质谱同时测定柴胡配方颗粒中柴胡皂苷a、b1、b2、c的含量,田伟,牛丽颖,甄亚钦；曹文丽；陈钟,中国药学杂志、ISSN1001-2494,2016年51卷23期2068-2071页,2016/12/1
省科学技术奖,2019,一测多评法同时测定山茱萸配方颗粒中5种成分,田宇柔,牛丽颖,麻景梅；王鑫国；李军山,中成药、ISSN1001-1528,2017年39卷9期1845-1849页,2017/9/1
省科学技术奖,2019,半枝莲配方颗粒HPLC指纹图谱及含量测定方法研究,田宇柔,牛丽颖,甄亚钦；王鑫国；李军山,中国药学杂志、ISSN1001-2494,2016年51卷20期1795-1799页,2016/10/1
省科学技术奖,2019,五子衍宗方制剂-药材谱峰匹配指纹图谱研究,董秋菊,牛丽颖；冯薇,王鑫国,中草药、ISSN0253-2670,2017年48卷06期1153-1158页,2016/6/1
省科学技术奖,2019,HPLC波长切换法同时测定广藿香配方颗粒中咖啡酸、毛蕊花糖苷、异毛蕊花糖苷和广藿香酮的含量,甄亚钦,牛丽颖,田伟；王迎春；姜国志,中国实验方剂学杂志、ISSN1005-9903,2017年23卷11期79-83页,2017/11/1
省科学技术奖,2019,中药配方颗粒质量研究,牛丽颖,,陈钟；姜国志；李军山；田伟；田宇柔；王相；高晗,科学出版社、ISBN978-7-03-054243-4,2017,2017/9/1
省科学技术奖,2019,Quantitative Evaluation of Left Ventricular Volume and Function in Middle-Aged Healthy Chinese People With 3 Tesla MRI,李彩英,李彩英；高不郎,李彩英；高不郎；郭福倩；张雪静；樊琼英；武柏林；翔程；刘晓伟；潘彤,Journal of Magnetic Resonance Imaging,2016年44卷5期1143页,2016/1/7
省科学技术奖,2019,Quantitative Evaluation of the Substantially Variable Morphology and Function of the Left Atrial Appendage and Its Relation with Adjacent Structures.,李彩英,李彩英；高不郎,李彩英；高不郎；刘晓伟；樊琼英；张学晶；刘国超；杨海庆；冯平勇；王勇；宋鹏,PLOS ONE,2015年10卷7期1-19页,2015/7/31
省科学技术奖,2019,Morphologic classification of the right auricule on 256-slice computed tomography,李彩英,李彩英；高不郎,李彩英；高不郎；潘彤；翔程；刘晓伟；杨海庆；尹兰英；廖琦彬,Surgical &amp; Radiologic Anatomy Sra,2016年1-9页,2016/10/7
省科学技术奖,2019,The optimal monochromatic spectral computed tomographic imaging plus adaptive statistical iterative reconstruction algorithm can improve the superior mesenteric vessel image quality,殷小平,刘怀军；高不郎,殷小平；左自伟；许莹锦；王佳宁；刘怀军；梁光璐；高不郎,European Journal of Radiology,2017年4卷89期47-53页,2017/1/19
省科学技术奖,2019,Interplay of Proximal Flow Confluence and Distal Flow Divergence in Patient-Specific Vertebrobasilar system.,殷小平,刘怀军；霍云龙,殷小平；黄旭；冯云娣；谭文昌；刘怀军；霍云龙,PLOS ONE,2016年11卷7期1-16页,2016/7/28
省科学技术奖,2019,Therapeutic effect of never growth factor on cerebral infarction in dogs evaluated by hemisphere anomalous volume ratio of diffusion weighted magnetic resonance imaging,王勇,王勇,王勇；张晖；王哲；耿左军；刘怀军；杨海庆；宋鹏；柳青,Neural Regeneration Research,2012年7卷24期1873-1880页,2012/7/24
省科学技术奖,2019,National incidence of traumatic fractures in China: a retrospective survey of 512 187 individuals,陈伟；吕红芝；刘松；刘勃,张英泽,陈伟；吕红芝；刘松；刘勃；朱燕宾；陈霄；杨光；刘磊；张弢；王海立；殷兵；郭家良；张晓琳；李镒冲；胡畔；孙家元；张英泽,Lancet Glob Health （ISSN: 2214-109X）,2017年5卷8期807-817页,2017/6/27
省科学技术奖,2019,Age- and gender-specific clinical characteristics of acute adult spine fractures in China,田野,张英泽,田野；朱燕宾；殷兵；张飞；刘勃；陈伟；张英泽,International Orthopaedics（0341-2695）,2016年40卷2期347-353页,2015/11/10
省科学技术奖,2019,"Demographic and socioeconomic factors influencing the incidence of clavicle fractures, a national population-based survey of five hundred and twelve thousand, one hundred and eighty seven individuals",陈伟；朱燕宾,张英泽,陈伟；朱燕宾；刘松；侯志勇；张晓琳；吕红芝；张英泽,International Orthopaedics ISSN：0341-2695）,2018年42卷3期651-658页,2018/2/5
省科学技术奖,2019,临床创伤骨科流行病学（第一版）,张英泽,张英泽,张英泽；吴文娟；吴昊天；于昆仑；吕莉；孙涛；孙然；朱炼；张奇；李宝俊；陈伟；赵海涛；秦迪,人民卫生出版社,2009年,2009/8/1
省科学技术奖,2019,临床创伤骨科流行病学（第二版）,张英泽,张英泽,张英泽；陈伟；赵海涛；孙然；孙涛；王娟；王海立；田野；朱燕宾；刘松；刘勃；刘磊；孙家元；张飞；李明；李彦森；杨光；殷兵；陈霄；秦士吉,人民卫生出版社,2014年,2014/8/1
省科学技术奖,2019,Clinical Epidemiology of Orthopaedic Trauma,张英泽,张英泽,张英泽；苏艳玲；郝建东,Thieme,2012年,2012/9/1
省科学技术奖,2019,A new material for tissue engineered vagina reconstruction: Acellular porcine vagina matrix,张敬坤,黄向华,张敬坤；杜润璇；张琳；李亚楠；张明乐；赵硕；黄向华；许彦芳,Journal of Biomedical Materials Research Part A,2017年105卷7期1949-1959页,2017/5/1
省科学技术奖,2019,Bone Marrow Mesenchymal Stem Cells Accelerate the Morphological and Functional Recovery of Neovaginas,张宁,黄向华,张宁；秦锡静；张敬坤；张志强；李亚楠；谢艳玲；孔德胜；杜润璇；黄向华；许彦芳,Artif Organs,2018年42卷12期1206-1215页,2018/5/1
省科学技术奖,2019,Bone marrow mesenchymal stem cells could acquire the phenotypes of epithelial cells and accelerate vaginal reconstruction combined with small intestinal submucosa,李亚楠,黄向华,李亚楠；刘方方；张志强；张明乐；曹善津；李雅钗；张琳；黄向华；许彦芳,Cell Biology International,2015年39卷11期1225-1233页,2015/5/1
省科学技术奖,2019,Transumbilical single-incision laparoscopic vaginoplasty hybrid transperineal approach using a sigmoid colon segment: initial twenty-five cases,张明乐,黄向华,张明乐；李索林；黄向华；杜辉；王成书；张琳；李亚楠；张敬坤；王振海,International Urology and Nephrology,2016年48卷9期1401-1406页,2016/5/1
省科学技术奖,2019,乙状结肠代阴道成形术后阴道黏膜中蛋白基因产物9.5，血管活性肠肽和神经肽Y的表达,李雅钗,黄向华,李雅钗；黄向华；张琳；朱志洁；王振海,中华妇产科杂志,2011年46卷2期109-112页,2011/5/1
省科学技术奖,2019,乙状结肠代阴道成形术后阴道黏膜细胞形态及闭锁蛋白、带状闭合蛋白1表达的变化,黄向华,黄向华,黄向华；高志敏；张琳；王振海；朱志洁,中华妇产科杂志,2009年44卷8期588-592页,2009/5/6
省科学技术奖,2018,A stable Ag3PO4@g-C3N4 hybrid core@shell composite with enhanced visible light photocatalytic degradation,刘利,崔文权,刘利；齐跃红；卢金荣；林双龙；安伟佳；梁英华；崔文权,Applied Catalysis B: Environmental（ISSN: 0926-3373）,2016年183卷133-141页,
省科学技术奖,2018,Oil-in-water self-assembled Ag@AgCl QDs sensitized Bi2WO6:Enhanced photocatalytic degradation under visible light irradiation,梁英华；林双龙,崔文权,梁英华；林双龙；刘利；胡金山；崔文权,Applied Catalysis B: Environmental（ISSN: 0926-3373）,2015年164卷192-203页,
省科学技术奖,2018,Novel Cu2O quantum dots coupled flower-like BiOBr for enhanced photocatalytic degradation of organic contaminant,崔文权,梁英华,崔文权；安伟佳；刘利；胡金山；梁英华,Journal of Hazardous Materials（ISSN: 0304-3894）,2014年280卷417-427页,
省科学技术奖,2018,Microwave-assisted synthesis of Ag@AgBr-intercalated K4Nb6O17 composite and enhanced photocatalytic degradation of Rhodamine B under visible light,崔文权,梁英华,崔文权；王欢；梁英华；韩炳旭；刘利；胡金山,Chemical Engineering Journal（ISSN: 1385-8947）,2013年230卷10-18页,
省科学技术奖,2018,PbS-sensitized K2Ti4O9 composite: Preparation and photocatalytic properties for hydrogen evolution under visible light irradiation,崔文权,崔文权；梁英华,崔文权；马姗姗；刘利；梁英华,Chemical Engineering Journal（ISSN: 1385-8947）,2012年204卷1-7页,
省科学技术奖,2018,Microwave-assisted synthesis of CdS intercalated K4Nb6O17and its photocatalytic activity for hydrogen production,崔文权,崔文权,崔文权；刘艳飞；刘利；胡金山；梁英华,Applied Catalysis A: General（ISSN: 0926-860X）,2012年417卷111-118页,
省科学技术奖,2018,Synthesis of CdS/BiOBr composite and its enhanced photocatalytic degradation for Rhodamine B,崔文权,崔文权；梁英华,崔文权；安伟佳；刘利；胡金山；梁英华,Applied Surface Science（ISSN:  0169-4332）,2014年319卷298-305页,
省科学技术奖,2018,Efficient visible-light photocatalytic hydrogen evolution and enhanced photostability of core@shell Cu2O@g-C3N4 octahedra,刘利；齐跃红,梁英华；崔文权,刘利；齐跃红；胡金山；梁英华；崔文权,Applied Surface Science（ISSN:  0169-4332）,2015年351卷1146-1154页,
省科学技术奖,2018,"Global perspective on hydrology, water balance, and water resources management in arid basins",沈彦俊,沈彦俊,沈彦俊；陈亚宁,HYDROLOGICAL PROCESSES,2010年24卷2期129-135页,
省科学技术奖,2018,Change in pan evaporation over the past 50 years in the arid region of China,沈彦俊,沈彦俊,沈彦俊；刘昌明；刘敏；曾燕；田长彦,HYDROLOGICAL PROCESSES,2010年24卷2期225-231页,
省科学技术奖,2018,Analysis of changing pan evaporation in the arid region of Northwest China,李稚,陈亚宁,李稚；陈亚宁；沈彦俊；刘永波；张淑花,WATER RESOURCES RESEARCH,2013年49卷4期2205-2212页,
省科学技术奖,2018,Potential impacts of climate change on vegetation dynamics in Central Asia,李稚,陈亚宁,李稚；陈亚宁；李卫红；邓海军；方功焕,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2015年120卷24期12345-12356页,
省科学技术奖,2018,"Vegetation dynamics and their response to hydroclimatic factors in the Tarim River Basin, China",王彦芳,沈彦俊,王彦芳；沈彦俊；陈亚宁；郭英,ECOHYDROLOGY,2013年6卷6期927-936页,
省科学技术奖,2018,"Regional climate change and its effects on river runoff in the Tarim Basin, China",陈亚宁,陈亚宁,陈亚宁；徐长春；陈亚鹏；徐宗学,HYDROLOGICAL PROCESSES,2006年20卷10期2207-2216页,
省科学技术奖,2018,"Fifty-year climate change and its effect on annual runoff in the Tarim River Basin, China",陈亚宁,陈亚宁,陈亚宁；徐长春；郝兴明；李卫红；陈亚鹏；朱成刚；叶朝霞,QUATERNARY INTERNATIONAL,2009年208卷53-61页,
省科学技术奖,2018,Spatial characteristics of surface water and groundwater using water stable isotope in the Tarim River Basin,张玉翠,沈彦俊,张玉翠；沈彦俊；陈亚宁；王云,ECOHYDROLOGY,2013年6卷6期1031-1039页,
省科学技术奖,2018,Adaptive Fuzzy Output-Feedback Controller Design for Nonlinear Time-Delay Systems With Unknown Control Direction,华长春,,华长春；关新平,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,2009年39卷2期363-374页,
省科学技术奖,2018,Delay-Dependent Stability Criteria of Teleoperation Systems With Asymmetric Time-Varying Delays,华长春,,华长春,IEEE TRANSACTIONS ON ROBOTICS,2010年26卷5期925-932页,
省科学技术奖,2018,Backstepping Control for Nonlinear Systems With Time Delays and Applications to Chemical Reactor Systems,华长春,,华长春；关新平,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,2009年56卷9期3723-3732页,
省科学技术奖,2018,Decentralized Networked Control System Design Using T-S Fuzzy Approach,华长春,,华长春,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2012年20卷1期9-21页,
省科学技术奖,2018,Adaptive Fuzzy Finite-Time Coordination Control for Networked Nonlinear Bilateral Teleoperation System,杨亚娜,,杨亚娜；华长春；关新平,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2014年22卷3期631-641页,
省科学技术奖,2018,Model Following Controller Design for Large-Scale Systems With Time-Delay Interconnections and Multiple Dead-Zone Inputs,华长春,,华长春,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2011年56卷4期962-968页,
省科学技术奖,2018,Output-Feedback Adaptive Control of Networked Teleoperation System With Time-Varying Delay and Bounded Inputs,华长春,,华长春；杨亚娜,IEEE/ASME TRANSACTIONS ON MECHATRONICS,2015年20卷5期2009-2020页,
省科学技术奖,2018,Decentralized Output Feedback Adaptive NN Tracking Control for Time-Delay Stochastic Nonlinear Systems with Prescribed Performance,华长春,,华长春；张柳柳；关新平,IEEE TRANSACTIONS ON NEURAL NETWORKS and LEARNING SYSTEMS,2015年26卷11期2749-2759页,
省科学技术奖,2018,Effect of zirconium content on the microstructure and corrosion behavior of Ti-6Al-4V-xZr alloys,夏超群,刘日平,夏超群；张治国；冯志浩；潘博；张新宇；马明臻；刘日平,Corrosion Science,2016年112卷687页,
省科学技术奖,2018,Investigating the structure-property correlation of a novel Zirconium alloy by annealing treatment,冯志浩,张新宇,冯志浩；夏超群；蒋晓军；刘曙光；张星；张新宇；马明臻；刘日平,Materials Science and Engineering  A,2016年677卷393页,
省科学技术奖,2018,Microstructure and corrosion behavior of the annealed Zr-40Ti-5Al-4V alloys,夏超群,刘日平,夏超群；冯志浩；杨亚慧；张治国；景然；潘博；张新宇；马明臻；刘日平,Journal Of Alloys And Compounds,2016年666卷301页,
省科学技术奖,2018,Study of microstructure evolution and strengthening mechanisms in novel TiZrAlB alloy,刘曙光,张新宇；刘日平,刘曙光；冯志浩；夏超群；张治国；张星；张新宇；马明臻；刘日平,Materials Science and Engineering A,2017年692卷95页,
省科学技术奖,2018,Study of microstructure evolution and strengthening mechanisms in novel ZrBeAl alloys,冯志浩,刘日平,冯志浩；张治国；夏超群；景然；梁顺星；赵金柱；张新宇；马明臻；刘日平,Journal Of Alloys And Compounds,2016年689卷48页,
省科学技术奖,2018,Effects of annealing treatments on microstructure and mechanical properties of the Zr-45Ti-5Al-3V alloy,梁顺星,刘日平,梁顺星；尹丽霞；刘晓艳；景然；周云凯；马明臻；刘日平,Materials Science and Engineering A,2013年582卷374页,
省科学技术奖,2018,Effect of the annealing temperature on the microstructural evolution and mechanical properties of TiZrAlV alloy,景然,景然；刘日平,景然；梁顺星；刘崇宇；马明臻；刘日平,Materials &amp; Design,2013年52卷981页,
省科学技术奖,2018,Effects of microstructure on the mechanical properties of a high-strength Ti20Zr6.5Al4V alloy,张兵,张兵；景勤,张兵；张星；张新宇；贾元智；马明臻；刘日平；景勤,Journal Of Alloys And Compounds,2018年735卷2133页,
省科学技术奖,2018,Solar irradiance feature extraction and support vector machines based weather status pattern recognition model for short-term photovoltaic power forecasting,王飞,王飞,王飞；甄钊；米增强；孙宏斌；苏适；杨光,"Energy and Buildings, WOS:000347494900040，ISSN：0378-7788",2015年86卷427-438页,
省科学技术奖,2018,Short-Term Solar Irradiance Forecasting Model Based on Artificial Neural Network Using Statistical Feature Parameters,王飞,王飞,王飞；米增强；苏适；赵洪山,"Energies, WOS:000304450700005    ISSN: 1996-1073",2012年5卷5期1355-1370页,
省科学技术奖,2018,Image phase shift invariance based cloud motion displacement vector calculation method for ultra-short-term solar PV power forecasting,王飞,王飞,王飞；甄钊；刘纯；米增强,"Energy Conversion and Management, WOS:000425198700012 ISSN: 0196-8904",2018年157卷123-135页,
省科学技术奖,2018,Correlation Feature Selection and Mutual Information Theory Based Quantitative Research on Meteorological Impact Factors of Module Temperature for Solar Photovoltaic Systems,孙玉晶,王飞,孙玉晶；王飞；王勃；陈奇芳；米增强,"Energies, WOS:000392422500007 ISSN: 1996-1073",2017年10卷1期,
省科学技术奖,2018,基于天气状态模式识别的光伏电站发电功率分类预测方法,王飞,王飞,王飞；米增强；甄钊；杨光；周海明,中国电机工程学报，ISSN：02588013,2013年33卷34期75-82页,
省科学技术奖,2018,基于神经网络与关联数据的光伏电站发电功率预测方法,王飞,王飞,王飞；米增强；杨奇逊；赵洪山,太阳能学报，ISSN：02540096,2012年33卷7期1171-1177页,
省科学技术奖,2018,光伏电站辐照度ANN预测及其两维变尺度修正方法,米增强,王飞,米增强；王飞；杨光；王哲；苏适；于波；张亮；杨奇逊,太阳能学报， ISSN：02540096,2013年34卷2期251-259页,
省科学技术奖,2018,基于相位相关的天空图像云团运动速度计算方法研究,王飞,甄钊,王飞；甄钊；米增强；孙宏斌；刘纯；王勃；卢静,太阳能学报，ISSN：02540096,2016年37卷10期2539-2546页,
省科学技术奖,2018,Far infrared emission and portable testing device of fine powders,梁金生,梁金生,梁金生；孟军平；丁燕；王培鹏；甘琨,Journal of Nanoscience and Nanotechnology,2011年11卷11期9933-9937页,
省科学技术奖,2018,电气石微粒的自迁移研究,丁燕,梁金生,丁燕；梁金生；冯艳文；孟军平；王静；冀志江,人工晶体学报,2004年33卷3期428-431页,
省科学技术奖,2018,热处理对电气石矿物粉体表面自由能的影响,梁金生,,梁金生；孟军平；朱东彬；丁燕；刘志国,硅酸盐学报,2008年36卷2期257-260页,
省科学技术奖,2018,Effect of heat treatment on far infrared emission properties of tourmaline powders modified with a rare earth,朱东彬,,朱东彬；梁金生；丁燕；薛刚；刘利华,Journal of the American Ceramic Society,2008年91卷8期2588-2592页,
省科学技术奖,2018,High emission reduction performance of a novel organic-inorganic composite filters containing sepiolite mineral nanofibers,王菲,,王菲；张卉；梁金生；汤庆国；李艳霞；尚增耀,Scientific Reports,2017年,
省科学技术奖,2018,Phase transformation and microstructural evolution of black tourmaline mineral powders during heating and cooling processes,王菲,梁金生,王菲；张雪芳；梁金生；方百增；张洪臣；张跃丹；张红,Ceramics International,2018年44卷13253-13258页,
省科学技术奖,2018,The preparation of TiO2 composite materials modified with Ce and tourmaline and the study of their photocatalytic activity,张红,梁金生,张红；吕爱菊；梁金生；孟军平,RSC Advances,2015年5卷69期55704-55712页,
省科学技术奖,2018,Preparation of tourmaline/graphene oxide and its application in thermal interface materials,黄志焕,,黄志焕；王涛；张跃丹；正路宁；薛刚；梁金生,Journal of Composite Materials,2016年50卷28期3953-3960页,
省科学技术奖,2018,自行式载重车自适应悬架组群系统顺应性,赵静一,,康绍鹏；程斐；范亮贞,中国机械工程,2016年27卷22期3130页,
省科学技术奖,2018,自行式液压平板车四点支撑“面追逐式”调平策略的研究与应用,赵静一,杨宇静,赵静一；杨宇静；康绍鹏；王滋佳；刘婷婷,机床与液压,2015年43卷15期57页,
省科学技术奖,2018,TLC900型运梁车远程监控终端的主要电路及控制方法研究,王大江,,王大江；张宇；王智勇；覃艳明,工程机械,2012年43卷1期1页,
省科学技术奖,2018,液压系统故障诊断与排除案例精选,赵静一,,赵静一；郭锐；程斐,机械工业出版社,2017年,
省科学技术奖,2018,矿井复杂环境下的分体式重载运输车转向控制研究,郭锐,,郭锐；宁超；赵静一；张振苗；布丹,机械工程学报,2016年52卷6期116页,
省科学技术奖,2018,液压气动系统的疑难故障分析与排除,姚成玉,,姚成玉；赵静一；杨成刚,化学工业出版社,2009年,
省科学技术奖,2018,900t隧道型运梁车,刘培勇,,刘培勇；江创华；刘刚；苑爱娟,工程机械,2011年42卷4页,
省科学技术奖,2018,"Electricity generation and heating potential from enhanced geothermal system in Songliao Basin, China: Different reservoir stimulation strategies for tight rock and naturally fractured formations",张延军,郭亮亮,张延军；郭亮亮；李正伟；于子望；许天福；兰乘宇,ENERGY,2015年93卷6期1860-1885页,
省科学技术奖,2018,"Electricity generation from enhanced geothermal systems by oilfield produced water circulating through reservoir stimulated by staged fracturing technology for horizontal wells: A case study in Xujiaweizi area in Daqing Oilfield, China",张延军,李正伟,张延军；李正伟；于子望；郭亮亮；高平；金显鹏；许天福,ENERGY,2014年78卷C期788-805页,
省科学技术奖,2018,中国地热资源及其潜力评估,蔺文静,王贵玲,蔺文静；刘志明；王婉丽；王贵玲,中国地质,2013年40卷01期312-321页,
省科学技术奖,2018,Evaluation of developing an enhanced geothermal heating system in northeast China: Field hydraulic stimulation and heat production forecast,张延军,李正伟,张延军；李正伟；于子望；郭亮亮；金显鹏；许天福,Energy and Buidings,2015年88卷1-14页,
省科学技术奖,2018,"An Integrated Study of Fluid-Rock Interaction in a CO2-based Enhanced Geothermal System: a Case Study of Songliao Basin, China.",那金,冯波,那金；许天福；袁益龙；冯波；田海龙；鲍新华,Applied Geochemistry,2015年59卷4期166-177页,
省科学技术奖,2018,我国陆区干热岩资源潜力估算,蔺文静,王贵玲,蔺文静；刘志明；马 峰；刘春雷；王贵玲,地球学报,2012年33卷05期807-811页,
省科学技术奖,2018,中国EGS示范工程靶区选址与指标矩阵评价,马峰,王贵玲,孙红丽；蔺文静；甘浩男,科技导报,2015年33卷08期41-47页,
省科学技术奖,2018,Research on Formation Mechanisms of Hot Dry Rock Resources in China,王贵玲,王贵玲,王贵玲；蔺文静；张薇；陆川；马峰；甘浩男,ACTA GEOLOGICA SINICA-ENGLISH EDITION,2016年90卷4期,
省科学技术奖,2018,Efficient Beam-forming Training For 60GHz Millimeter-wave Communications: A Novel Numerical Optimization Framework,李斌,李斌,李斌；周正；张海君,IEEE Transactions on Vehicular Technology,2014年63期,
省科学技术奖,2018,A Bayesian Approach for Nonlinear Equalization and Signal Detection in Millimeter-wave Communications,李斌,李斌,李斌；赵成林；张海君,IEEE Transactions on Wireless Communications,2015年14卷7期,
省科学技术奖,2018,A Bayesian Approach for Adaptively Modulated Signal Recognition in Next-Generation Communication,李斌,李斌,李斌；李生红；付俊强；赵成林,IEEE Trans. on Signal Processing,2015年63卷16期,
省科学技术奖,2018,Efficient Cluster Identification for Measured Ultra-wideband Channel Impulse Response in Vehicle Cabin,李斌,李斌,李斌；周正；李德建；翟世俊,Progress In Electromagnetics Research,2011年117卷,
省科学技术奖,2018,Effect Analysis of Polarization Interference on Satellite-to-Ground Remote Sensing Data Transmission,郝志松,郝志松,郝志松；郑志明；许方敏；秦志超,The 16th International Symposium on Communications and Information Technologies,2016年,
省科学技术奖,2018,A Novel Spectrum Sensing for Cognitive Radio Networks With Noise Uncertainty,孙梦巍,孙梦巍,孙梦巍；赵成林；严肃；李斌,IEEE Transactions on Vehicular Technology,2017年66卷5期,
省科学技术奖,2018,On the polar code for the 60-GHz millimeter-wave systems,韦壮焜,韦壮焜,韦壮焜；李斌；赵成林,EURASIP Journal on Wireless Communications &amp; Networking,2015年31卷,
省科学技术奖,2018,Ant Intelligence Inspired Blind Data Detection for Ultra-wideband Radar Sensors,李斌,李斌,李斌；周正；邹卫霞,Information Science,2014年255卷,
省科学技术奖,2018,"Mass-Transfer Model for Steel, Slag,and Inclusions during Ladle-Furnace Refining",朱立光,张彩军,朱立光；贾亚楠；刘增勋；张彩军；王杏娟；肖鹏程,High Temperature Materials &amp; Processes,2017年,
省科学技术奖,2018,IF钢非稳态连铸坯洁净度定量分析,肖鹏程,朱立光,肖鹏程；朱立光；刘海春；田凤纪；刘增勋；李萌,钢铁钒钛,2017年38卷3期111页,
省科学技术奖,2018,高强汽车板连铸坯纵裂分析与保护渣优化,肖鹏程,朱立光,肖鹏程；朱立光；王杏娟；宋土顺；李建设,炼钢,2017年33卷3期56页,
省科学技术奖,2018,汽车用板IF钢开浇炉次板坯洁净度的分析,刘增勋,刘增勋,刘增勋；李萌；朱立光；肖鹏程；胡硕；李建设,炼钢,2017年33卷2期74页,
省科学技术奖,2018,汽车面板钢铸坯表层洁净度控制,肖鹏程,朱立光,肖鹏程；赵茂国；刘增勋；朱立光,炼钢,2018年34卷2期67页,
省科学技术奖,2018,正三棱锥形夹杂物诱导晶内铁素体形核模型研究,张彩军,朱立光,张彩军；高立娜；胡闻佳；朱立光,材料工程,2017年45卷7期27页,
省科学技术奖,2018,Dynamic synergistic scale inhibition performance of IA/SAS/SHP copolymer with magnetic field and electrostatic field,刘振法,刘振法,刘振法；王莎莎；张利辉；刘展,Desalination；SCI检索号WOS:000352747300004（JCR一区，top期刊）,2015年362卷8期26-33页,
省科学技术奖,2018,Synthesis of polyaspartic acid derivative and evaluation of its corrosion and scale inhibition performance in seawater utilization,高玉华,刘振法,高玉华；刘振法,Desalination；SCI检索号WOS:000354505000025（JCR一区，top期刊）,2015年365卷11期220-226页,
